number;shape;provenance;date;latitude;longitude
5238;KRATER, CALYX;ATHENS (?);;37.976173;23.72519
5339;KRATER FRAGMENT;ATHENS, ACROPOLIS;;37.971422;23.726167
5362;KRATER, COLUMN;ITALY, BENEVENTO, MONTESARCHIO;-450 to -400;41.064404;14.637823
5405;KRATER, VOLUTE;THERA;;36.393237;25.455666
5406;KRATER FRAGMENT;THERA;;36.393237;25.455666
5411;KRATER, BELL;BULGARIA, MESAMBRIA;;42.690006;23.313332
5447;KRATER, BELL;RHODES, CAMIROS;-425 to -375;36.336562;27.919521
5481;KRATER, VOLUTE;ITALY, BOLOGNA, SASSO MARCONI;;44.4667;11.4333
5482;KRATER, COLUMN;ITALY, BOLOGNA, SASSO MARCONI;;44.4667;11.4333
5531;KRATER FRAGMENTS;CHALKIDIKE, OLYNTHOS;;40.281667;23.337222
5964;KRATER, BELL;ITALY, NAPLES;-450 to -400;40.839009;14.250298
5967;KRATER, CALYX;ITALY, APULIA;-450 to -400;41.25;16.25
6140;KRATER, BELL FRAGMENT;AEGINA;-450 to -400;37.75;23.4333
6207;KRATER, CALYX;ITALY, GINOSA;-475 to -425;40.577549;16.755501
6333;KRATER, COLUMN FRAGMENT;AEGINA;-450 to -400;37.75;23.4333
6345;KRATER, BELL;SPAIN, GRANADA, BAZA, CERRO DEL SANTUARIO, TUMBA 43;;37.497742;-2.789154
6369;KRATER, CALYX FRAGMENTS;ITALY, TARANTO;-425 to -375;40.47611;17.22972
6617;KRATER, CALYX FRAGMENT;CORINTH;;37.9333;22.9167
6618;KRATER FRAGMENT;ATHENS, AGORA;;37.995486;23.731327
6619;KRATER FRAGMENT;ATHENS, AGORA;;37.995486;23.731327
6620;KRATER FRAGMENT;ATHENS, AGORA;;37.995486;23.731327
6622;KRATER, BELL FRAGMENT;CORINTH;;37.9333;22.9167
6628;KRATER, COLUMN FRAGMENT;CORINTH;;37.9333;22.9167
6629;KRATER, CALYX (?) FRAGMENT;CORINTH;;37.9333;22.9167
6630;KRATER, CALYX (?) FRAGMENT;CORINTH;;37.9333;22.9167
6631;KRATER, COLUMN FRAGMENTS;CORINTH;;37.9333;22.9167
6632;KRATER, BELL FRAGMENT;CORINTH;;37.9333;22.9167
6633;KRATER, BELL FRAGMENT;CORINTH;;37.9333;22.9167
6634;KRATER, BELL FRAGMENT;CORINTH;;37.9333;22.9167
6635;KRATER, BELL (?) FRAGMENT;CORINTH;;37.9333;22.9167
6636;KRATER FRAGMENT;CORINTH;;37.9333;22.9167
6637;KRATER, BELL (?) FRAGMENT;CORINTH;;37.9333;22.9167
6638;KRATER FRAGMENT;CORINTH;;37.9333;22.9167
6640;KRATER FRAGMENTS;CORINTH;;37.9333;22.9167
6641;KRATER, CALYX FRAGMENTS;CORINTH;;37.9333;22.9167
6642;KRATER, VOLUTE (?) FRAGMENTS;CORINTH;;37.9333;22.9167
6643;KRATER FRAGMENT;CORINTH;;37.9333;22.9167
